num_prefill_tokens,num_decode_tokens,num_total_tokens,pd_ratio
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
2048, 1, 2049, 2048
1920, 0, 1920, 1e6
